index,lyrics_features,moods
6845,mess know s love know s stay s just word say don t wanna fuss fight m advic s need afraid babi s time wast sing voic ooh hoo wooh ooh ooh hoo wooh ooh sing choic ooh wooh ooh ooh ooh wooh ooh ooh sing float away ooh hoo wooh ooh ooh hoo wooh ooh love like big blue wave ooh hoo hoo ooh hoo hoo ooh hoo hoo ooh hoo hoo s like big blue wave ooh hoo hoo ooh hoo hoo ooh hoo hoo ooh hoo hoo don t tell ve come far start fall apart sing lost sea love bring sing voic ooh hoo wooh ooh ooh hoo wooh ooh sing choic ooh wooh ooh ooh ooh wooh ooh ooh sing float away ooh hoo wooh ooh ooh hoo wooh ooh love like big blue wave sing voic voic sing choic choic sing float away float away sing home home ooh hoo hoo ooh hoo hoo ooh hoo hoo ooh hoo hoo sing voic ooh hoo wooh ooh ooh hoo wooh ooh sing choic ooh wooh ooh ooh ooh wooh ooh ooh sing float away ooh hoo wooh ooh ooh hoo wooh ooh love like big blue wave ooh hoo wooh ooh ooh hoo wooh ooh s like big blue wave ooh hoo wooh ooh ooh hoo wooh ooh ooh hoo wooh ooh ooh hoo wooh ooh ooh hoo wooh ooh ooh hoo wooh ooh ooh hoo wooh ooh ooh hoo wooh ooh ooh hoo wooh ooh ooh hoo wooh ooh,happy
6857,scream aloud head head s plan rise rise scream aloud doom doom s plan prove ve gotten simpl thrill solo day ve seen point kill ve back word ll bite tongu comfort ll superhero 1 ll save rise sun sky look eye pride sister know sister know mother lover offer father teach brother protect lover ll superhero 1 ll save ll superhero 1 ll save save rise sun sky look eye pride ll save ll save ll save eye deni life dull pride eye hide ll heal time yeah scream aloud head head s plan rise rise scream aloud doom doom s plan prove ll superhero 1 ll save ll superhero 1 ll save save rise sun sky look eye pride,aggressive
6860,let s day come end sun head polyamor friend got mess troubl just think alright m crawl insid heard listen ve come cloud head polyamorus friend got mess troubl just think alright m crawl insid heard listen just stay away white light say worst s best heard listen know know know know just think alright m crawl insid heard listen just stay away white light say worst s best heard listen let s,aggressive
6861,s lose thing care realiz saw light night sparkl sourc life saw death smile ll better remors stop see run away thing get worst stop beliv u ll lie use understand time ve comprehend feel don t believ s real sweetest thing bitter end ll crazi reason caus t stop voic insid head hand get cold runaway start burn lie use understand time ve comprehend know hard wonder trust eye stay trembl remain run away leav say lie use understand time ve comprehend know hard wonder trust eye,aggressive
6865,away kind count extermin human race 4 3 2 1 let chao entwin defenseless soil remov error man sweep weaken kind war pain ve slain tear eye grief lie bygon intoler presenc grace scaveng sent cleans human filth parad pure true laugh smile earth defil cosmic storm tini worm fear night bringer light earth success eras,aggressive
6873,time rollin fall face have fun walk light think time d best believ think real away gun simpl tri recogn mind god help help loos mind slipperi peopl help understand s matter s alright know lord won t mind don t play game s alright love turn like wheel s alright lord won t mind gonna right turn like wheel insid wheel rememb sittin tub pull plug water runnin cool stop actin crazi gonna leav ll seven time live creatur watch em come life right eye backslidin slipperi peopl gonna s matter s alright know lord won t mind don t play game s alright love turn like wheel s alright lord won t mind gonna right turn like wheel insid wheel s matter s alright know lord won t mind don t play game s alright love turn like wheel s alright lord won t mind gonna right turn like wheel insid wheel s matter s alright know lord won t mind don t play game s alright love turn like wheel s alright lord won t mind gonna right turn like wheel insid wheel s alright love alright love alright love right turn like wheel insid wheel,happy
6884,long distanc runner standin door playin cold music barroom floor drown laughter dead core s dragon match s loos town take pail water just cool mountain ablaz don t feel heat take got just stay beat say s livin gotta eat s compet merci s bus ness wish just ash dream come true mountain long distanc runner holdin caught slow motion dash door flame stage spread floor gave wanna line realli t fake,happy
6888,best feel yeah s feel love last make sad know s know s caus m seek s come home straight forward light oh babi oh s girl love s come home best moment s moment fell apart caus stop know s know s caus m seek s come home straight forward light oh babi oh s girl love s come home,happy
6902,privileg chosen bless time hell wit divin vision day fell raptur die age shatter hourglass wrath war god shall pass s get wors worth moment s regret dawn curs breath twist blade left ash wake ill wind blow way edg envelop burn forbear vengeanc payment intent fear death wing thrall fallen grace petti petti doe wit mass disgrac god forbid read sign watch mean line gehenna arriv hindsight blind trust misplac believ lie told face casualti s late final home drape flag fell goe ash wake get wors,aggressive
6903,start summer fun chasin alli brook water gun d laugh d scream d run say t catch time pass turn sixteen cruisin sonic dairi queen yeah runnin road rule like king d say hey come alli hot friend oh got water balloon hand oh man got let s chasin girl life man love t toe curl chasin girl hard catch sweet hold tougher let ain t nothin like wide world chasin girl caught alli brook bought bungalow culdasac yeah settl knew girl chasin day hand ept said tell blue strip mean twin s left popsicl couch don t let dog lick mouth hous m right start chasin girl life man love t toe curl chasin girl hard catch sweet hold tougher let ain t nothin like wide world chasin girl night nightmar futur littl girl teen teenag boy appear oh yeah chase girl hard catch sweet hold tougher let ain t nothin like wide world chasin girl chasin girl,happy
6904,matter happen sky fall ll promis ll let oh oh oh yeah naega ssehreojildda jeolda heundeullimeopsi ganghab nunbicheuro myeotbeinigi nal ileukyeojweo na hima gyeouldda seulpeumeul byeolang kkeutkkaji ddo akkimeopsi chanawa du son japeun geudaeyega nan haejoonga eopneunda chorahan najiman oneul geuda wiha nora booleoyo tonight geudaey du noona geu miso dwae nalwiha gamchweowatdeon apeumiboyeoyo just feel right ibyuliran maleulhaedo geu nuga mweoraheado nan geudel jikilga nae du soneul nochijima annyoungiran maleun haedo naega saesangeun ojik neo hanagia maneun sarangcheoreom oori sarang yeokshi jogeumssik byunhgaetjyo hajiman jaebal seulpeo malayo oraen chinhan chingu cheoreom namaneul mideulsuitga gidaelsuitga promis ll right babi wareoun bami chajaolddaen na salmyeosi nooneul gamayo geudaey soomgyeoli nal aneuldda mueotodo duryeopji anjo e saesang geu eoddeon nugudo geudaereul daeshin halsuepjyo ll babi just feel right ibyeoliran maleulhaedo geu nuga mweorahaedo nan guedael jikilga nae du soneul nochijima annyoungiran maleunhaedo naega saesangeun ojik neo hanagia just forev,happy
6905,don t think s time make histori tell say caus just grow doesn t mean ve time hard ll smile say afraid caus feel young wild believ make scream help use won t forget live live love chase lost thing t replac young wild believ make scream,happy
6906,aye c mon don t hear uh don t hear uh don t don t don t don t got blood hand s remors got blood dick caus fuck corps m nasti nigga pass nigga look eye tell fuckin face readi die dead motherfuck red motherfuck don t stupid heard said motherfuck shot aw nigga like don t know stickin yo dough m fuckin yo broke ho yo don t pictur niggaz t touch caus don t fuck g ll touch b got choic rip slug apart door crazi niggaz start war want nigga help caus se rest m fed red cross couldn t clean mess vest nuthin make look littl thicker caus dark ain t nuthin lil nigga d thinkin shit did wouldn ta brought joint kid ma kid split wig machet bring beef niggaz string em like spaghetti ain t readi stand m bringin m givin m livin m swingin red dot head caus yous mid rang red dot chest open rib cage just love nigga bring crew s just bigger piec cake chew hole just love nigga bring crew s just bigger piec cake chew hole just love nigga bring crew s just bigger piec cake chew hole just love nigga bring crew s just bigger piec cake chew hole heart big mouth d real s know knock ll squeal like bitch caus bitch bitch know niggaz bitch run bitch bitch nigga know nigga owe figur blow m let trigger homey y niggaz got smokin somethin thinkin chokin somethin fuckin ll broken somethin m blood crip war shit talk lip floor pussi niggaz make itch scratch bitch snatch face fake ass pencil scratch yeah time woulda jump choke nigga m shit like yo smoke nigga m bout gut got spill em somebodi come motherfuck kill fresh asylum m whylin y niggaz know phone number help best dial em 911 emerg urgenc wit seein surgeon far gon dome split fool catch man slippin caus think shit cool ain t paint wall blood dick mud nigga just love nigga bring crew s just bigger piec cake chew hole just love nigga bring crew s just bigger piec cake chew hole just love nigga bring crew s just bigger piec cake chew hole just love nigga bring crew s just bigger piec cake chew hole hey yo know let dog door hey yo know let dog door just love nigga bring crew s just bigger piec cake chew hole just love nigga bring crew s just bigger piec cake chew hole just love nigga bring crew s just bigger piec cake chew hole just love nigga bring crew s just bigger piec cake chew hole just love nigga bring crew s just bigger piec cake chew hole just love,aggressive
6913,hard core g shit homi don t play ain t shit sweet like peach ain t dealer stripper clubber bet come magic citi look club tourist mother fucker welcom atlanta juri mother fucker nigger rubber pain loud mother fucker loud come loud mother fucker loud wish money hang eat rich bodi strip like stripper bitch real ass killer asid mother fuck wild atlanta speak everybodi got second notic play bullshit nigger ain t let shit come better come correct real g shit gotta respect time project og young bambi prospect thought understand street young age page set say s big dog shit said don t live till ass don t come till ass grown want bring leav like soak step make sure wanna ya don t wanna slip tri jordan settl pimp play don t trip don t realli care caus face hand air notic play bullshit nigger ain t let shit come better come correct real g shit gotta respect m ride pistol grip m rip atlanta shit nigger tri louisiana shit drink hennessi blow cannabi america nightmar trap nigger fantasi rapper feloni search beat chopper hood like kill nigger let bleed fuck don t fuck nigger gotta s coward kamikaz ain t rob man catch slip notic play bullshit nigger ain t let shit come better come correct real g shit gotta respect listen bang bang bang rap game reader book leader crook predat follow lame let fall m take chain watch car star rapper produc set homo promo homi ass like 83 t rest roll women roll nigger ain t week nigger ain t cheep don t make music perceiv sucker shit play tv notic play bullshit nigger ain t let shit come better come correct real g shit gotta respect,aggressive
6916,dreamland danger darksid pleasur bad behavior dreamland danger darksid pleasur best dreamland danger darksid pleasur bad behavior dreamland danger darksid pleasur best punk rock shell toe horn halo wick white wing point tail devil s eye inch nail nocturn renegad entern drug raid mr shifti switchblad get paid shade lyric ricochet wall cell floor door hall m evil like knievel kick white trash psycho cerebr palsi ballsi bad ass dress black wrong track crazi town yo strike like deep impact t feel till bring t feel till bring till bring dreamland danger darksid pleasur bad behavior dreamland danger darksid pleasur best subconsci launch evil territori m surround voyeur crack smoke lawyer shame burnt lip trip acid rain legal insan derang peopl chang t feel till bring t feel till bring till bring dreamland danger darksid pleasur bad behavior dreamland danger darksid pleasur best nasti na na ha ha darksid marijuana fuel drama drift darksid m black eye bomber darksid rendezv rais hell shell fantasi tell dispersin untam pervers bad brain s work circl jerk rock riddl sex pistol sexpert act uncivil t feel till bring till bring dreamland danger darksid pleasur bad behavior dreamland danger darksid pleasur best dreamland danger darksid pleasur bad behavior dreamland danger darksid pleasur best dreamland danger darksid pleasur bad behavior dreamland danger darksid pleasur best dreamland danger darksid pleasur bad behavior dreamland danger darksid pleasur best,aggressive
6920,need suck bleed dead know better listen letter suck bleed echo specter ghost wiser apparit bad decis brush envious electr fuzzi haze regret dream deni paramount pompous disregard cipher ignor glutton media rush messag dead letter author deliver deni need suck bleed dead know better listen letter suck bleed echo specter ghost wiser apparit bad decis brush envious electr fuzzi haze regret dream deni need suck bleed dead know better listen letter suck bleed need suck bleed dead know better listen letter suck bleed,aggressive
6924,d like girl cross sea land milki skin tongu sand iridesc band begin play s brandi alexand get troubl s matter brandi alexand s brandi alexand get troubl s matter brandi alexand know love m walk needl pin addict worst low moon help sing m brandi alexand troubl hide flatter brandi alexand m brandi alexand troubl hide flatter brandi alexand goe easi easi goe easi goe easi easi easi easi easi brandi alexand,happy
6926,hot stuff hot stuff t hot stuff hot stuff t music mighti mighti fine hot stuff play rough caus music want bodi move yeah shake hot stuff everyday dose t stand music stop hot stuff everybodi danc floor know m talk music make forget troubl make sing make tell wide world hot stuff want tell friend london ain t wrong d better shape shake hot stuff peopl new york citi know go broke know tough yeah hot stuff everybodi jamaica s work sun hot hot stuff shake hot stuff,happy
6943,make stand belief m steadfast hate bullshit futur present past infring valu ve learn hard way step toe ve wall wall ve told thousand time respect hard believ ve got s heart mind ll follow break ball ve seen ve tri peopl fake chorus mayb older wiser right s mistak m gonna thing regardless choic make real touch feel know place shown hand side face world differ light thing black white year day harden eye shade grey tri tell right wrong mayb s feel don t belong thing ve said t s war t won lead war t won live world clear concis shut realiti make nice paint pretti pictur black white everyday tatter canvass bleed shade grey chorus,aggressive
6949,throat bare beneath hand throat ll come easi hush love hush tell s rush did wait told wait ll come s hole world like great black pit s fill peopl fill shit vermin world inhabit long deserv die tell mrs lovett tell human race mrs lovett kind men s stay proper place foot s face look mrs lovett look deserv die mrs lovett live wick brief rest death relief deserv die ll johanna ll hug girl finish alright sir shave come visit good friend sweeney sir sir welcom grave vengeanc salvat sir sir s chair come come sweeney s wait want bleeder sir anybodi gentlemen don t shi man men assuag gloat meantim ll practic honor throat luci lie ash ll girl work wait m aliv m joy,happy
6951,rage distant unfamiliar spike reach heart time set rewind dark rise abandon freedom right true self forsak reason forsak forsak hand leader bleach snowfal posit drug great end sweep dark rise abandon freedom right true self forsak reason forsak forsak forsak,aggressive
6952,jesus live life cheap hotel edg rout 66 yeah live dark twist life came right just eye eye tooth truth ain t seen demon warp deal n ring ding rhythm jukebox racket mind t clutch feel yeah devilman devilman call devilman run head yeah devilman devilman call devilman run head yeah hell hound lead coward king carri soul river styx yeah evil feel pain suck juic fallen angel dream super nova fucker nitro burn fuel inject feed god strychnin soul motherfuck invent devilman devilman call devilman run head yeah devilman devilman call devilman run head yeah yeah inbre witch woship dog deform fuck n lazi damn choke d love love ya babi deadring rat swing tree immacul concept buri angel god need inspir devilman devilman call devilman run head yeah devilman devilman call devilman run head yeah,aggressive
6960,ride sabbath veil silver light make love devil necromanc nyte mystic forest set soul alight coven conjur demon herald sacrific yeah lucifera vampirella bare mark devil queen witch kingdom hell black mass convent priest spell crop wither sky bend upsid lucifera mutant preacher yell yeah hopkin m witchfind general impot deceiv beauti turn pale wind haunt villag satan s ghost awak world fall dark melt stake yeah matthew hopkin witchfind general soul condemn hell,aggressive
6980,start earli septemb god given littl lot older goodby seal broken heart hold teardrop got long way did older do today don t wanna stop complain easi hard know head privat collect bet consol prize spit lie chew gum cut hair yeah s look like swear m gonna love thought long time chanc tri make better heart wait new s option schedul love like die year start t backward caus dark bright know head matter take oh want chang gonna make better consol prize spit lie chew gum cut hair yeah s look like swear m gonna love consol prize spit lie chew gum cut hair yeah s look like swear m gonna love,happy
6987,tender eye sweet believ stori lie girl far black cat disguis world come couldn t ve gone far save soul kiss live wish star chorus madalain love tough tame madalain bewar girl bewar pain run scare dark day stori die name changin face fade dead aliv world come couldn t ve gone far save soul kiss live wish star chorus madalain love tough tame madalain bewar girl bewar pain solo glori left like angri child wait luck away t run wild oh madalain don t run away chorus madalain love tough tame madalain bewar girl bewar pain,aggressive
6991,don t wanna left tell m gonna m gonna pick arm love soon ll gotta high sail sun chanc oh ll die s just way live uhu uuuhuuu uhu uhu uuuhuuu uhu don t wanna left tell m gonna m gonna pick arm love soon ll gotta high sail sun chanc oh ll die s just way live grave grave grave grave grave grave grave grave grave grave grave grave uhu uuuhuuu uhu uhu uuuhuuu uhu,happy
6992,read thousand face rob caus sicken thirst sicken thirst keep soft white glow cranium bullsey sedat bewar read thousand face voic won t sicken thirst sicken thirst glue cataton leisur 1000 mile hour bewar s charg bark loud clear d realli like meet s charg rear view mirror d realli like meet s charg bark loud clear d realli like meet uproar east strike west sheng tung che hsi tast skin sink sink teeth tast skin sink teeth bewar,aggressive
6996,m tokyo look ho tri score blow don t speak japanes geisha girl whirl wrap tuna roll dick bitch knee sucki fucki sucki fucki sucki fucki smell like sushi asian hooker hot littl motherfuck asian hooker dirti littl cocksuck m south korea broke gonorrhea total figur s hurt pee feel like jerk caus dick won t work s like got punch nut dude know tai chi sucki fucki sucki fucki sucki fucki smell like sushi asian hooker hot littl motherfuck asian hooker dirti littl cocksuck hey m man plan m fuckin go japan gonna spend coupl grand just fuck hooker fuck rest band m fuck go asian coke tan m fuckin gonna man asian hooker hot littl motherfuck asian hooker dirti littl cocksuck want asian hooker let s fuck asian hooker,aggressive
6999,child s mind easili inspir violenc fuel video game chaotic scene act violent absorb view repeat word say cultur profan ignor start young age histori bloodsh way stop conflict fought destruct gene entrench anatomi genet enhanc ape plant be space loath hate t delet endless cycl violenc t escap big bang street gang live everyday endless cycl violenc invigor give live give give strength tv show mind kill imag murder night trigger brain adult like way babi sitter lazi parent t control corpor sponsor flood glutton absorb view repeat word say cultur profan ignor start young age histori bloodsh way stop conflict fought destruct gene endless cycl violenc t escap big bang street gang live everyday endless cycl violenc invigor give live give give strength,aggressive
7006,mayb dont sit right half hour ll speak wast miss beat swear need comfort run place bridg gap concious state live m short time come tri place fit shape break tell rate t m takin thing ve said m takin thing ve said sure t just sit fill swear ll come walk walk walk walk walk walk home home gone m okay shadow time afraid face rememb presenc hope god come hope god feel hope god come hope god know way wait,aggressive
7014,s time like great heaven know wish cloth let s loosen play teas like lover did centuri just follow ancient histori strip strip just follow ancient histori strip strip uh huh huh get hot end day cloth get way pretti dress hide true desir fold nice slow throw just follow ancient histori strip strip just follow ancient histori strip strip uh huh huh don t need butler saw mirror room mirror floor sneaki look gaze substitut rendezv just follow ancient histori strip strip just follow ancient histori strip strip uh huh huh s time like great heaven know wish cloth let s loosen play teas like lover did centuri think s cheap bit risqué don t say word ll just slip away man believ lie like octopus big x ray eye don t freez girl look quit sight generous want tonight just follow ancient histori strip strip just follow ancient histori strip strip,happy
7022,older lose hair year send valentin birthday greet bottl wine d till quarter lock door need feed m ooo ooo ooo ooo ooo ooo ooo ll older tidak ada bapak tidak ada kakak ooo ooo ooo say word stay handi mend fuse light gone knit sweater firesid sunday morn ride do garden dig weed ask need feed m summer rent cottag isl wight s dear shall scrimp save shall scrimp save tidak ada bapak tidak ada kakak ooo ooo ooo grandchildren knee vera chuck dave send postcard drop line state point view indic precis mean say sincer wast away answer form evermor need feed m woo tcho,happy
7024,m gonna walk away love gonna walk away gonna walk away m gonna walk away love gonna walk away gonna walk away gonna walk away gonna walk away s don t love know huh s ve place s just feel feel time touch hand dread shake bodi don t understand m leav m leav yes time m play smart m leav yes m gonna walk away love walk away love love break heart m gonna walk away love gonna walk away gonna walk away gonna walk away gonna walk away ooh cling tighter don t understand know s gonna ve got walk door arm ve got let day d leav hold push away m leav yes m leav yes time m play smart m leav yes m gonna walk away love walk away love love break heart m gonna walk away love gonna walk away gonna walk away ooh babi s don t love m gonna walk away love know gonna walk away gonna walk away oh babi gonna walk away gonna walk away m leav babi time mplay smart m gonna walk away love oh don t break heart gonna walk away gonna walk away ll walk away babi m gonna walk away love oooohh fade,happy
7026,cupid draw bow let arrow straight lover s heart cupid hear let arrow fli straight lover s heart don t mean bother m distress s danger lose happi love girl doesn t know exist fix cupid draw bow let arrow straight lover s heart cupid hear let arrow fli straight lover s heart cupid arrow make love strong promis wll love etern know heart steal help cupid draw bow let arrow straight lover s heart cupid hear let arrow fli straight lover s heart cupid don t hear call need cupid help need cupid don t fail,happy
7028,love happi yeah make wrong make right love love happi wait minut s go wrong s phone o clock morn talk make right happi realli feel good somebodi s wrong love yeah oh babi love happi love happi say love happi love happi good ll good ll ll walk away victori oh babi love happi love happi hey hey hey make right love ll make wrong make come home earli make stay night long power love wait minut let tell power power love make right love ll make wrong love happi love ll make wanna danc sing make wanna danc love happi love wait minut love walkin talkin singin prayin say wanna moan say hmmm moan love say hmmm let moan love say hmmmmm wanna moan love talkin power,happy
7032,dès les premièr lueur oh je sombr il parait bien loin l été je n l ai pas oublié mai j ai perdu la raison et le temp peut bien s arrêter peut bien confisqu tout notion saison dès les premièr lueur d octobr en tout bien tout honneur oh je sombr je sen comm une odeur lis mes muscl se retiss et j attend la floraison mai qu t il pu bien arriv entr septembr et mai j en ai oublié mon nom dès les premièr lueur d octobr en tout bien tout honneur oh je sombr oh le temp tourné je compt les pouss des autr fleur saison je ne sortirai pas encor la mouss pas plus qu une autr fleur saison pas plus qu une autr fleur saison ouuu oouu ouu ouu x4 il parai bien loin l été mes feuill désséchées ne font plus la connect mai qu t il pu bien arriv entr septembr et mai je n fai plus la distinct dès les premièr lueur d octobr en tout bien tout honeur oh je sombr oh le temp tourné je compt les pouss des autr fleur saison je ne sortirai pas encor la mouss pas plus qu une autr fleur saison pas plus qu une autr fleur saison oouu ouu ouu ouu pas plus qu une autr fleur saison ouu ouu ouu ouu aaaaaaaaaaaa aaa ouu ouuuu aaaaaaaaaa dès les premièr lueur oh je sombr,happy
7050,rememb way saint mother sit croon lullabi d say kid s place s like got die don t play rule book stack ace load dice mother dear oh know listen follow sweet advic easi street easi street sleep till noon yeah yeah yeah d repeat easi street better soon easi street easi street rich folk play yeah yeah yeah feet lovin feet easi street easi street stay ain t fair scroung buck get warbuck littl brat ain t fair life drivin nut peanut s livin fat lili mayb hold key littl ladi gettin buck instead mayb fix game shadi doe guess yes easi street easi street anni key yes sirre yes sirre yes sirre easi street easi street s gonna,happy
7052,don t want know reason love keep right walk line don t want stand love honey just want feel fine don t want know reason love keep right walk line don t want stand love honey just want feel fine final babi truth come listen spirit s cri loud tryin believ oh say love don t know got rock reel oh oh yeah uh huh don t want know reason love keep right walk line don t want stand love honey just want feel fine don t want know reason love keep right walk line don t want stand love honey just want feel fine final babi truth told tell m crazi s didn t know tri surviv oh say love don t know got rock reel hey want oh oh yeah uh huh don t want know reason love keep right walk line don t want stand love honey littl time oh don t want know,happy
7054,temperament process begin excess affect ingest speechless overwhelm abscess creat new diseas infect whomev pleas ve live way long long notic differ way saw insect live life indulg shelter parent unlucki exist given chanc experi make decis wouldn t trade mistak reach hand one aid go get rough end one help time tough time tough time tough come just reach hand one aid go get rough end one help time tough time tough time tough just,aggressive
7060,test begin thought smart thought right thought better fight thought virtu cool came time fight thought ll just step asid time prove wrong fool don t know sunbeam end starlight begin s mysteri oh fight defend s tell time stand man lose accept surrend just wept regret moment oh fool don t know sunbeam end starlight begin s mysteri don t know man decid s right life s mysteri caus m man boy thing t avoid face prepar face d good fought instead let let don t know sunbeam end starlight begin s mysteri don t know man decid s right life s mysteri don t know sunbeam end starlight begin s mysteri don t know man decid s right life s mysteri don t know sunbeam end starlight begin s mysteri mysteri test,happy
7062,need littl lovin alright want littl huggin babi mmhmm oh ll right home gotta pick telephon dial 6 3 4 5 7 8 9 s number need littl huggin s gotta want kissin babi right lone night ll gotta pick telephon dial 6 3 4 5 7 8 9 s number oh ll right just soon oh ll littl bit late hope ll understand whoa yah allright need littl lovin lord merci want kissin babi s got lone night ll gotta pick telephon dial 6 3 4 5 7 8 9 s number 6 3 4 5 7 8 9 s number 6 3 4 5 7 8 9 s number 6 3 4 5 7 8 9 s number 6 3 4 5 7 8 9 s number,happy
7076,sun shine s plenti light new day dawn sunni bright ve cri night sun cold new day old lost babi lost babi oh lost babi lost babi bird sing children play s plenti work boss pay sad word young heart say fun bore money m poor lost babi lost babi oh lost babi lost babi time ll kinder won t help just remind love left til ll tri everyday m inclin inclin inclin babi look babi realli realli care oh determin fade fast inspir thing past t hope s gonna good thing bad s happi sad lost babi lost babi oh lost babi lost babi feel bad feel sad wrong heart hard carri m lost s gonna happen,happy
7077,ironi die birthday just know spec time follow bliss destroy beauti ll lock room drink clock strike noon just pen pill paper mayb write sad song clich poem person long wanna die like jim morrison fuck rock star wanna die like god cover time just blink s gone babi pour fame glass kill forest destroy beauti ll lock room drink clock strike noon just pen pill paper mayb write sad song clich poem person long color blind eye sound deafen ear flavor numb tast thought weaken mind ll attack switchblad knife pain choos serial killer caus victim don t fame ll lock room drink clock strike noon just pen pill paper mayb write sad song clich poem person long just know spec time chorus background,aggressive
7078,deep skin skin deep skin skin move deep touch chord s beat move deep graviti hold etern move deep touch chord s beat move deep graviti hold etern,aggressive
7079,built wish hell didn t sell threw money piss just tell repent s m talk shed skin feed fake repent s m talk mistak cut head grow hard hydra ll star prick finger moon eclips sun angel spread s wing time come bitter thing prick finger moon eclips sun angel spread s wing time come bitter thing repent s s talk shed skin feed fake repent s s talk mistak cut head grow hard hydra ll star time come quit clear antichrist time come quit clear antichrist time come quit clear antichrist cut head grow hard hydra ll star suffer know betray suffer know betray suffer know betray suffer know betray suffer know betray suffer know betray suffer know betray suffer know betray,aggressive
7083,brother love s travel salvat neil diamondwritten neil diamondhot august nightand leav hang downand grass ground smell sweetmov roadto outsid townand sound good gospel beatsit rag tentwher ain t treesand gospel grouptel meit s lovebroth love s travel salvat showpack babiesgrab old ladieseveryon goeseveryon knowsbroth love s showroom get sudden stilland d betyou hear sweat walk iney black coaland lift faceeveri ear place himstart soft slowlik small earthquakeand let gohalf valley shakesit s love lovebroth love s travel salvat showpack babiesgrab old ladieseveryon goeseveryon knowsbroth love s showsermontak hand yourswalk dayin heart knowi strayhall hall hall hall hall hall halleit s love lovebroth love s travel salvat showpack babiesgrab old ladieseveryon goeseveryon knowsbroth love s showamen,happy
7094,know love sure like bread way tucker straighten bed know love know know come clean shower squeak touch smell like flower know know men die fall trust nose way men die fall sun ain t keeper pit day know love thing come t stand neat littl row know know know know know light hous isn t thought heard movement mayb m wrong know know know love ve drawn imaginari line way walk step know love know know know,happy
7095,took backseat backhand took room better basic oh yea conscienc compass got way word gotta heart complac yes like darl don t purpos mission m definit ve got lack girl d love album edit wanna diva deduct wanna wanna damag undo repeat 1 apart away love belong apart hurt chorus got perfect way make new proposit got perfect way make justif perfect way make certain mayb perfect way make girl crazi took day job amend took like took page rulebook want messag confess want martyr want margin error yes like babi mayb tomorrow letter weather get better ve got wait moon turn blue offer except sens took good look book knew time tender term babi true time understand thing repeat 1 chorus repeat 2 want forgiv thing wanna forget rememb mayb tomorrow letter weather get better ve got wait moon turn blue chorus perfect way make new proposit perfect way make justif perfect way make certain mayb perfect way make girl crazi,happy
7103,class session talk listen ya know real n pay attent ain t talkin money speakin differ languag hatin gonna translat slow think quick s flash like gordon m light year ahead s forgot learn s spot better wait turn yayo s s irrelev t hide fact m intellig street smart littl book set young lot common sens say m shallow think deep deep deep abyss minut look wrist wassup hypnot hypnot hypnot hypnot hypnot hypnot hypnot hypnot command money hey command money hey command money hey command money hey rock ice yeah live life t explain feel m ridin chevi m world just give chill m big wheel thousand dream mill grand mall just thrill right s real s game free throw foul half basement damn m flavor want matter cost consequ ain t nothin boss lot littl m proud street suppos sky limit s jesus said limit sky let s slice pie hypnot hypnot hypnot hypnot hypnot hypnot hypnot hypnot command money hey command money hey command money hey command money hey hypnot hypnot hypnot hypnot hypnot hypnot hypnot hypnot command money hey command money hey command money hey command money hey,aggressive
7109,thrown like star vast sleep open eye peep sea gaze tranquil twas hurdi gurdi man came sing song love hurdi gurdi man came sing song love hurdi gurdi hurdi gurdi hurdi gurdi gurdi sang hurdi gurdi hurdi gurdi hurdi gurdi gurdi sang hurdi gurdi hurdi gurdi hurdi gurdi gurdi sang histori age past unenlighten shadow cast etern cri human tis hurdi gurdi man come sing song love hurdi gurdi man come sing song love hurdi gurdi hurdi gurdi hurdi gurdi gurdi sang hurdi gurdi hurdi gurdi hurdi gurdi hurdi gurdi hurdi gurdi hurdi gurdi hurdi gurdi hurdi gurdi gurdi sang hurdi gurdi hurdi gurdi hurdi gurdi gurdi sang come roli poli man s sing song love roli poli roli poli roli poli poli sang hurdi gurdi hurdi gurdi hurdi gurdi gurdi sang hurdi gurdi hurdi gurdi hurdi gurdi gurdi sang,aggressive
7122,scare die best thing life drive crucifi learn away insid make sens know t guid s fuckin shoulder lean strong sit watch burn away insid make sens know t guid s fuckin shoulder lean strong s taught believ ok look face scar dismay time chang think d crucifi learn d like deep insid life inner work smell lack inner pride touch surfac away problem dream away insid make sens know t guid s fuckin shoulder lean strong,aggressive
7124,bird bee fli tree sun sky just sky perfect blue cloud spoil view s sign show love bird bee fli tree sun sky just sky perfect blue cloud spoil view s sign show love bird bee fli tree sun sky just sky perfect blue cloud spoil view s sign show love oh bird bee bee bird oh bird bee bee bird bird bee fli tree sun sky just sky perfect blue cloud spoil view s sign show love bird bee fli tree sun sky just sky perfect blue cloud spoil view s sign show love,happy
